Appl_Type,Appl_No,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Delist_Flag,Submission_Date
N,212123,2,8932557,"May 19, 2029",Y,,,,"Jun 11, 2020"
N,205777,2,9073933,"Mar 30, 2025",Y,,,,"Aug 3, 2015"
N,208799,4,11464923,"Jun 19, 2040",,Y,,,"Nov 10, 2022"
N,21729,3,8642760,"Sep 25, 2022",Y,,,,"Mar 5, 2014"
N,203312,1,9089608,"Dec 26, 2028",,Y,,,"Aug 10, 2015"
N,210868,2,11020376,"Jul 27, 2036",,Y,,,"Jun 30, 2021"
N,208026,1,9415016,"Apr 2, 2029",,Y,,,"Aug 30, 2016"
N,207202,3,8017615,"Jun 16, 2024",,Y,,,"Dec 12, 2017"
N,208798,5,11439777,"May 24, 2040",,Y,,,"Oct 6, 2022"
N,207921,2,8132712,"Sep 7, 2028",,Y,,,"Aug 28, 2017"
N,212614,2,7713938,"Apr 15, 2027",Y,Y,,,"Feb 18, 2020"
N,50795,6,8715724,"Feb 3, 2028",,Y,,,"Feb 10, 2015"
N,204026,1,9993467,"May 19, 2030",,Y,,,"Jul 11, 2018"
N,214096,1,9284300,"Apr 29, 2028",,Y,,,"Mar 3, 2021"
N,213378,1,7262298,"Nov 23, 2025",Y,,,,"Jun 25, 2021"
N,201655,6,8192722,"Sep 15, 2025",,Y,,,
N,208090,5,7771707,"Mar 24, 2025",,Y,,,"Jul 19, 2016"
N,205777,2,8846090,"Apr 4, 2023",,Y,,,"Sep 30, 2014"
N,21925,1,7700128,"Jan 30, 2027",,Y,,,
N,208799,6,11344685,"Sep 26, 2039",,Y,,,"Jun 29, 2022"
N,21318,2,7517334,"Mar 25, 2025",,Y,,,"Sep 10, 2014"
N,212690,1,10195168,"Jan 11, 2033",,Y,,,"Aug 19, 2020"
N,213436,1,10940278,"Jan 23, 2033",,Y,,,"Sep 30, 2021"
N,201688,1,RE47526,"Apr 9, 2024",,Y,,,"Jun 1, 2020"
N,203496,5,9593066,"Dec 15, 2028",Y,,,,"Mar 14, 2017"
N,213498,1,RE43728,"Nov 16, 2024",Y,Y,,,"Apr 14, 2021"
N,21764,1,7265117,"Aug 19, 2025",,Y,,,
N,205625,1,9333310,"Oct 2, 2027",,Y,,,"May 18, 2016"
N,21038,3,9320712,"Jan 4, 2032",,Y,,,"Sep 19, 2016"
N,209637,1,10376652,"Jan 20, 2026",,Y,,,"Sep 13, 2019"
N,208653,2,8828978,"Jul 1, 2030",,Y,,,"Jan 25, 2019"
N,205636,2,11173259,"Jul 6, 2040",,Y,,,"Dec 8, 2021"
N,210563,2,10213386,"Mar 3, 2036",,Y,,,"Mar 8, 2019"
N,211371,1,7635773,"Mar 13, 2029",,Y,,,"Jun 27, 2019"
N,21977,2,7687466,"Feb 24, 2023",,Y,,,
N,206321,1,9108002,"Jan 26, 2026",,Y,,,"Sep 18, 2015"
N,209862,1,8313466,"Nov 23, 2024",,Y,,,"Nov 7, 2016"
N,212102,1,10947183,"Dec 20, 2036",Y,Y,,,"Apr 6, 2021"
N,212994,3,10584113,"Dec 9, 2037",,Y,,,"May 17, 2021"
N,204824,7,9629959,"Jan 24, 2026",,Y,,,"May 25, 2017"
N,208799,1,10765820,"May 19, 2025",,Y,,,"Oct 6, 2020"
N,22426,1,8637079,"Jun 4, 2029",,Y,,,"Feb 13, 2014"
N,211651,4,8012976,"Oct 19, 2029",Y,Y,,,"Oct 19, 2021"
N,206406,3,9549918,"May 30, 2028",,Y,,,"May 2, 2017"
N,22272,7,10675278,"Nov 20, 2023",,Y,,,"Jun 10, 2020"
N,21929,2,8528545,"Oct 16, 2028",,Y,,,"Oct 9, 2013"
N,204031,1,8658631,"May 16, 2032",,Y,,,"Apr 3, 2014"
N,200603,3,8883794,"May 26, 2026",,Y,,,"Nov 12, 2014"
N,201655,2,8075872,"Nov 20, 2023",,Y,,,
N,201292,3,8545884,"Dec 19, 2029",,Y,,,"Oct 28, 2013"
N,203085,1,9957232,"Jul 9, 2032",Y,,,,"May 30, 2018"
N,209940,1,RE46791,"May 22, 2024",Y,Y,,,"Apr 29, 2020"
N,212725,2,9085558,"Jul 8, 2028",,Y,,,"Sep 13, 2019"
N,22272,1,9073933,"Mar 30, 2025",Y,,,,"Aug 3, 2015"
N,204441,1,8501730,"Sep 1, 2026",Y,,,,"May 21, 2018"
N,201655,3,8871779,"Nov 22, 2029",Y,,,,"Nov 7, 2014"
N,206038,1,8993600,"Dec 11, 2030",,Y,,,"Jul 22, 2015"
N,214787,2,10675296,"Jul 10, 2038",,Y,,,"Nov 12, 2020"
N,210875,4,8663687,"Feb 2, 2023",,Y,,,"Jun 4, 2020"
N,207202,2,9258035,"Mar 5, 2029",,Y,,,"Dec 12, 2017"
N,206628,3,9717796,"Apr 20, 2036",,Y,,,"Jun 26, 2018"
N,209963,1,11040032,"Feb 7, 2037",,Y,,,"Dec 9, 2021"
N,22287,1,8871273,"Jan 11, 2028",,Y,,,"Dec 1, 2014"
N,203255,3,7473761,"Dec 14, 2026",Y,Y,,,"Jan 13, 2015"
N,22545,4,8613949,"Dec 21, 2029",,Y,,,
N,213051,3,10086047,"Dec 16, 2031",,Y,,,"Oct 15, 2019"
N,206627,6,11304908,"Aug 24, 2027",,Y,,,"Apr 21, 2022"
N,205422,5,7888362,"Apr 12, 2026",Y,,,Y,"Jul 23, 2015"
N,205065,1,9216178,"Nov 1, 2032",,Y,,,"Jan 15, 2016"
N,209091,1,8628799,"Jul 13, 2025",,Y,,,"Mar 22, 2017"
N,19430,1,8048035,"Sep 11, 2025",,Y,,,"Nov 25, 2011"
N,205637,2,8703177,"Aug 20, 2032",,Y,,,"Jun 20, 2014"
N,205777,3,9073933,"Mar 30, 2025",Y,,,,"Aug 3, 2015"
N,208798,4,9782551,"Aug 28, 2035",,Y,,,"Mar 20, 2020"
N,215309,1,10758543,"May 20, 2031",,Y,,,"Oct 20, 2021"
N,208434,1,9126931,"May 29, 2031",Y,,,,"Dec 22, 2015"
N,204223,4,9072781,"Mar 12, 2034",,Y,,,"Jul 13, 2015"
N,22068,1,8501760,"Jul 18, 2026",,Y,,,"Aug 9, 2013"
N,207155,1,10040872,"Jan 30, 2034",,Y,,,"Sep 6, 2018"
N,208624,1,8691938,"Apr 13, 2032",Y,Y,,,"Aug 17, 2016"
N,207500,1,6812238,"Oct 31, 2025",Y,,,,"Apr 1, 2015"
N,208010,1,9861644,"Mar 14, 2034",,Y,,,"Jan 23, 2018"
N,22145,2,9649311,"Oct 21, 2030",,Y,,,"Jun 23, 2017"
N,22272,3,8894988,"Aug 24, 2027",,Y,,,"Nov 25, 2014"
N,209299,1,8445485,"Jun 17, 2026",,Y,,,"May 16, 2018"
N,208658,2,7713938,"Apr 15, 2027",Y,Y,,,"Jan 4, 2017"
N,214324,4,10421729,"Apr 1, 2035",,Y,,,"Jun 17, 2022"
N,202813,2,7780038,"Jan 24, 2027",,Y,,,"Jan 8, 2015"
N,205787,1,9022022,"Feb 28, 2031",,Y,,,"May 15, 2015"
N,206406,2,11077096,"Aug 30, 2024",,Y,,,"Jul 8, 2022"
N,202971,2,8399469,"Jun 29, 2025",Y,,,,
N,21301,6,7067148,"Feb 15, 2022",,Y,,,
N,207921,1,10695512,"May 18, 2031",,Y,,,"Jul 28, 2020"
N,207975,5,9216176,"Sep 13, 2027",,Y,,,"Jan 19, 2017"
N,208799,6,11173259,"Jul 6, 2040",,Y,,,"Dec 8, 2021"
N,215888,1,9840492,"Mar 17, 2036",Y,Y,,,"May 25, 2022"
N,210563,1,10213386,"Mar 3, 2036",,Y,,,"Mar 8, 2019"
N,212122,1,11331442,"May 10, 2038",,Y,,,"Jun 16, 2022"
N,207925,1,8410274,"Dec 28, 2026",,Y,,,"Apr 14, 2015"
N,216986,1,10973934,"Aug 6, 2039",Y,,,,"Nov 28, 2022"
N,210493,1,8426450,"May 23, 2032",Y,Y,,,"May 17, 2018"
N,202810,1,9370525,"Apr 13, 2027",,Y,,,"Jun 24, 2016"
N,214377,1,8420656,"May 19, 2031",Y,Y,,,"Feb 12, 2021"
N,215341,1,8436180,"Apr 12, 2029",Y,Y,,,"Aug 6, 2021"
N,21880,1,7465800,"Apr 27, 2027",Y,Y,,,
N,204824,4,11446441,"Jan 24, 2026",,Y,,,"Oct 19, 2022"
N,209905,3,11160772,"Mar 10, 2037",,Y,,,"Dec 9, 2021"
N,202833,1,9833429,"Dec 18, 2026",,Y,,,"Dec 6, 2017"
N,206439,2,8338485,"Nov 22, 2025",,Y,,,"Jan 22, 2015"
N,22272,6,9763933,"Aug 24, 2027",,Y,,,"Sep 19, 2017"
N,210238,1,7638536,"May 5, 2025",Y,Y,,,"Jun 15, 2018"
N,212018,3,9902714,"Mar 26, 2035",,Y,,,"May 3, 2019"
N,216157,1,9018210,"Nov 25, 2033",Y,Y,,,"Jan 14, 2022"
N,21605,1,7820199,"Mar 28, 2022",,Y,,,"Nov 23, 2010"
N,215760,1,10988436,"May 3, 2039",Y,,,,"May 26, 2022"
N,208147,1,8883217,"Mar 15, 2027",,Y,,,"Oct 27, 2015"
N,208082,3,8524733,"Apr 3, 2031",Y,Y,,,"Apr 4, 2017"
N,212516,2,11202772,"Apr 13, 2037",,Y,,,"Feb 1, 2022"
N,22314,1,8475839,"May 16, 2023",,Y,,,"Aug 1, 2013"
N,211358,2,8507534,"Sep 20, 2030",Y,Y,,,"Sep 6, 2018"
N,207103,3,RE47739,"Mar 5, 2027",Y,Y,,,"Dec 19, 2019"
N,205787,1,10335549,"Apr 30, 2025",,Y,,,"Jul 2, 2019"
N,206756,1,7396341,"Oct 10, 2026",,Y,,,"Jun 10, 2015"
N,213218,1,10154963,"Oct 6, 2033",,Y,,,"Sep 7, 2021"
N,22249,2,8609863,"Jan 12, 2026",,Y,,,"Jan 16, 2014"
N,209501,1,9144559,"Nov 2, 2026",,Y,,,"Nov 9, 2017"
N,211911,1,9492316,"Oct 31, 2034",,Y,,,"Mar 24, 2020"
N,22156,3,8658676,"Oct 10, 2031",,Y,,,"Mar 6, 2014"
N,207533,2,9526726,"Mar 19, 2035",,Y,,,"Jan 19, 2017"
N,204017,1,9050348,"Jul 10, 2028",,Y,,,"Mar 10, 2020"
N,206756,1,7786111,"Nov 10, 2023",,Y,,,"Jun 10, 2015"
N,207621,3,7815934,"Dec 12, 2027",,Y,,,"Sep 16, 2016"
N,212038,6,10507186,"Oct 30, 2035",,Y,,,"Dec 18, 2019"
N,201699,1,7863249,"Jul 31, 2027",Y,Y,,,"Aug 29, 2011"
N,208798,5,9782550,"Aug 28, 2035",,Y,,,"Mar 20, 2020"
N,214324,2,10421729,"Apr 1, 2035",,Y,,,"Jun 17, 2022"
N,208090,3,9044398,"Jul 7, 2023",,Y,,,"Jul 19, 2016"
N,210656,2,8148401,"Jan 30, 2031",Y,Y,,,"Dec 18, 2018"
N,21433,3,7832351,"Jun 19, 2023",,Y,,,
N,209299,2,8652492,"Nov 6, 2028",,Y,,,"May 16, 2018"
N,209410,2,8895618,"Nov 23, 2025",,Y,,,"Feb 10, 2021"
N,210296,1,10105335,"Feb 27, 2035",,Y,,,"May 21, 2020"
N,22277,1,8623868,"Feb 21, 2023",,Y,,,"Jan 28, 2014"
N,21924,11,7723390,"Mar 14, 2024",,Y,,,"Oct 17, 2019"
N,22321,4,7815934,"Dec 12, 2027",,Y,,,
N,21977,4,7662787,"Feb 24, 2023",Y,,,,
N,200533,1,8075872,"Nov 20, 2023",,Y,,,"Jan 9, 2012"
N,21394,1,8263647,"May 30, 2022",,Y,,,
N,22108,2,7671094,"Jun 27, 2026",,Y,,,
N,22036,2,9907780,"Apr 11, 2028",,Y,,,"Mar 26, 2018"
N,209940,1,8513255,"May 22, 2024",Y,Y,,,"Dec 7, 2017"
N,202080,2,8637540,"Nov 26, 2023",,Y,,,"Feb 20, 2014"
N,210563,2,8957079,"Dec 28, 2026",Y,Y,,,"Mar 6, 2018"
N,201281,3,8883805,"Nov 26, 2025",,Y,,,"Dec 9, 2014"
N,204326,6,9017731,"Jun 28, 2032",,Y,,,
N,207202,4,8258962,"Nov 25, 2030",,Y,,,"Dec 12, 2017"
N,215358,2,11407735,"May 14, 2040",Y,,,,"Aug 23, 2022"
N,201739,2,9056170,"Nov 23, 2024",,Y,,,"Jul 16, 2015"
N,204485,4,9919026,"Jan 30, 2035",,Y,,,"May 7, 2020"
N,204824,6,11446441,"Jan 24, 2026",,Y,,,"Oct 19, 2022"
N,210563,3,8735403,"Dec 28, 2026",Y,Y,,,"Mar 6, 2018"
N,208434,1,10350214,"Apr 24, 2035",,Y,,,"Mar 9, 2020"
N,208799,2,9731087,"May 18, 2031",,Y,,,"Aug 31, 2017"
N,201688,1,7516741,"Jan 11, 2024",,Y,,,"Apr 19, 2013"
N,22272,7,10407434,"Mar 30, 2025",Y,,,,"Sep 10, 2019"
N,208910,1,10493028,"Mar 13, 2035",,Y,,,"Dec 5, 2019"
N,209862,1,8231573,"Nov 25, 2028",,Y,,,"Nov 7, 2016"
N,208325,1,8377880,"Jul 29, 2030",Y,Y,,,"Jun 1, 2017"
N,21301,6,6555581,"Feb 15, 2022",,,,,
N,208798,4,11464923,"Jun 19, 2040",,Y,,,"Nov 10, 2022"
N,208147,1,10086087,"Mar 15, 2027",,Y,,,"Oct 3, 2018"
N,201655,4,8871779,"Nov 22, 2029",Y,,,,"Nov 7, 2014"
N,203985,1,8617598,"Sep 27, 2022",,Y,,,"Mar 27, 2014"
N,206544,4,10314788,"Aug 12, 2028",,Y,,,"Jul 10, 2019"
N,210296,1,10918617,"Aug 10, 2035",,Y,,,"Feb 19, 2021"
N,21977,4,7655630,"Feb 24, 2023",Y,,,,
N,21436,4,8642760,"Sep 25, 2022",Y,,,,"Mar 5, 2014"
N,200678,2,9339472,"Jul 13, 2025",,Y,,,"Mar 22, 2017"
N,209637,3,9457154,"Sep 29, 2027",,Y,,,"Apr 29, 2022"
N,211635,3,10265402,"May 11, 2025",,Y,,,"Feb 6, 2020"
N,211962,1,10849956,"Nov 6, 2035",,Y,,,"Dec 10, 2020"
N,22115,4,9144547,"Sep 22, 2023",,Y,,,"Oct 29, 2015"
N,204042,1,7943788,"Jul 14, 2027",Y,Y,,,"Apr 16, 2013"
N,201699,1,8586551,"Jul 15, 2023",Y,Y,,,"Dec 6, 2013"
N,202788,2,10016403,"Jan 25, 2027",,Y,,,"Aug 10, 2018"
N,21137,4,10406108,"Mar 23, 2038",,Y,,,"Jan 7, 2022"
N,19734,2,10758616,"Apr 18, 2027",,Y,,,"Sep 29, 2020"
N,207988,1,8546436,"Feb 29, 2032",Y,Y,,,"Jan 15, 2016"
N,21777,1,7387793,"Feb 26, 2025",,Y,,,
N,208277,1,8772497,"Jul 1, 2026",Y,,,,"May 27, 2016"
N,208610,1,8871938,"Sep 23, 2029",Y,,,,"Jul 18, 2017"
N,212018,2,8895601,"May 22, 2031",Y,Y,,,"May 3, 2019"
N,214787,1,9949994,"Oct 29, 2035",Y,,,,"Nov 12, 2020"
N,211913,5,9700535,"Aug 4, 2035",,Y,,,"Nov 25, 2019"
N,202788,6,9642844,"Jan 25, 2027",,Y,,,"May 15, 2017"
N,205649,2,7919598,"Dec 16, 2029",Y,,,,"Nov 24, 2014"
N,22272,4,9763933,"Aug 24, 2027",,Y,,,"Sep 19, 2017"
N,215498,4,10975046,"Jun 20, 2039",Y,,,,"Aug 18, 2021"
N,209863,1,10279131,"Jul 31, 2031",,Y,,,"Jun 11, 2020"
N,209863,3,11446440,"Aug 21, 2031",,Y,,,"Oct 7, 2022"
N,203255,1,7473761,"Dec 14, 2026",Y,Y,,,"Jan 13, 2015"
N,215446,1,11241416,"Nov 1, 2039",,Y,,,"Jun 7, 2022"
N,216986,5,10973934,"Aug 6, 2039",Y,,,,"Nov 28, 2022"
N,208325,2,10344765,"Jun 27, 2034",,Y,,,"Jul 19, 2019"
N,21777,2,7387793,"Feb 26, 2025",,Y,,,
N,210563,4,10828259,"Mar 3, 2036",,Y,,,"Nov 18, 2020"
N,206406,1,8617599,"Aug 30, 2024",,Y,,,"Aug 24, 2015"
N,215341,2,8436180,"Apr 12, 2029",Y,Y,,,"Aug 6, 2021"
N,208798,5,9782551,"Aug 28, 2035",,Y,,,"Mar 20, 2020"
N,22388,1,9474746,"Mar 27, 2028",,Y,,,"Mar 23, 2022"
N,213004,1,10238606,"Feb 12, 2034",,Y,,,"Nov 25, 2019"
N,214383,1,10285946,"Apr 25, 2032",,Y,,,"Mar 24, 2021"
N,21947,5,7862832,"Jun 15, 2028",,Y,,,"Apr 25, 2011"
N,212614,4,7713938,"Apr 15, 2027",Y,Y,,,"Feb 18, 2020"
N,22416,1,10912781,"Oct 23, 2028",,Y,,,"Feb 10, 2021"
N,20911,2,10022509,"May 18, 2031",,Y,,,"Aug 13, 2018"
N,202324,1,8791140,"Dec 14, 2030",Y,,,,
N,205122,2,9555005,"Mar 19, 2033",,Y,,,"Feb 2, 2017"
N,21976,1,8518987,"Feb 16, 2024",Y,Y,,,"Sep 19, 2013"
N,209863,2,8021335,"Oct 4, 2026",,Y,,,"Oct 24, 2018"
N,205004,1,8962572,"Nov 3, 2032",,Y,,,"Nov 21, 2017"
N,202714,1,7737112,"Dec 7, 2027",,Y,,,"Aug 9, 2012"
N,208573,1,8722657,"Jan 29, 2032",Y,,,,"Feb 13, 2020"
N,202788,3,8835459,"Jan 25, 2027",,Y,,,"Sep 24, 2014"
N,21945,4,9789257,"Feb 11, 2034",,Y,,,"Mar 2, 2018"
N,214787,1,11492353,"Dec 8, 2031",Y,,,,"Dec 6, 2022"
N,209482,2,8746242,"Oct 11, 2030",,Y,,,"Oct 6, 2020"
N,22399,1,6818787,"Apr 6, 2025",Y,Y,,,"Apr 19, 2011"
N,213312,1,11497737,"Oct 28, 2040",,Y,,,"Nov 23, 2022"
N,22272,7,9675610,"Jun 16, 2023",,Y,,,"Jul 12, 2017"
N,201292,2,RE43431,"Jan 13, 2026",Y,,,,"Aug 1, 2013"
N,204824,2,9533102,"Jan 24, 2026",,Y,,,"Feb 2, 2017"
N,209776,1,8680136,"Aug 29, 2031",Y,Y,,,"Sep 27, 2017"
N,210854,2,9815835,"Jun 14, 2030",,Y,,,"Nov 16, 2018"
N,213871,2,9545405,"Feb 19, 2034",Y,Y,,,"Feb 11, 2022"
N,209531,1,7101993,"Sep 5, 2023",Y,,,,"Jan 23, 2017"
N,21964,2,9669096,"Apr 8, 2024",,Y,,,"Jun 9, 2017"
N,22272,2,9492389,"Aug 24, 2027",,Y,,,"Nov 16, 2016"
N,21977,3,7655630,"Feb 24, 2023",Y,,,,
N,208627,1,8124643,"Jun 18, 2024",Y,Y,,,"Aug 9, 2018"
N,205636,2,11439777,"May 24, 2040",,Y,,,"Oct 6, 2022"
N,205596,1,9493582,"Feb 27, 2033",,Y,,,"Dec 15, 2016"
N,209637,4,11446443,"Oct 20, 2025",,Y,,,"Nov 14, 2022"
N,22410,1,8017150,"Feb 13, 2023",,Y,,,"Oct 4, 2011"
N,208798,3,10195375,"Feb 14, 2031",,Y,,,"Mar 5, 2019"
N,209311,3,9498447,"Mar 23, 2032",,Y,,,"Sep 7, 2018"
N,214358,4,7932273,"Sep 7, 2025",Y,Y,,,"Jul 28, 2021"
N,201655,4,8309122,"Feb 4, 2023",,Y,,,
N,205579,1,8604072,"Jul 20, 2022",,Y,,,"Jul 28, 2014"
N,215390,1,11517524,"Jun 26, 2039",,Y,,,"Dec 6, 2022"
N,22517,1,7947654,"Dec 29, 2023",,Y,,,"Jul 25, 2018"
N,209299,2,8211889,"Jan 19, 2026",Y,,,,"May 16, 2018"
N,204824,2,11497753,"Mar 19, 2030",,Y,,,"Dec 13, 2022"
N,206940,1,11160792,"Mar 14, 2033",,Y,,,"Nov 24, 2021"
N,208653,3,9549923,"Jul 1, 2030",Y,Y,,,"Jan 25, 2019"
N,206439,2,8293794,"Nov 22, 2025",,Y,,,"Jan 22, 2015"
N,209311,5,10905652,"Mar 23, 2032",,Y,,,"Feb 24, 2021"
N,212690,1,8591922,"Jan 11, 2033",,Y,,,"Aug 19, 2020"
N,208090,3,9763883,"Jul 7, 2023",,Y,,,"Sep 20, 2017"
N,50790,2,8561859,"Apr 16, 2032",,Y,,,"Jun 26, 2017"
N,22272,1,9763933,"Aug 24, 2027",,Y,,,"Sep 19, 2017"
N,206977,15,11096913,"Feb 28, 2037",,Y,,,"Sep 20, 2021"
N,208798,5,11173259,"Jul 6, 2040",,Y,,,"Dec 8, 2021"
N,208090,2,10525053,"Jul 7, 2023",,Y,,,"Jan 7, 2020"
N,22315,1,8034370,"Jan 9, 2023",,Y,,,"Dec 23, 2011"
N,207975,2,9572803,"Sep 13, 2027",,Y,,,"Feb 21, 2017"
N,210595,1,8051851,"Apr 22, 2027",,Y,,,"Apr 24, 2019"
N,203341,3,7767678,"Nov 23, 2026",Y,Y,,,"Nov 15, 2017"
N,18613,1,7977324,"Aug 14, 2026",,Y,,,"Aug 8, 2011"
N,210655,1,9597402,"Sep 26, 2026",,Y,,,"Jul 31, 2018"
N,201655,1,8309060,"Nov 20, 2023",,Y,,,"Nov 13, 2012"
N,22410,3,10285910,"Oct 11, 2022",,Y,,,"Jun 7, 2019"
N,200533,4,8114383,"Oct 10, 2024",,Y,,Y,
N,210563,1,8008309,"Nov 13, 2027",Y,Y,,,"Mar 6, 2018"
N,206977,9,11096913,"Feb 28, 2037",,Y,,,"Sep 20, 2021"
N,22416,4,9206135,"Apr 21, 2026",Y,,,,"May 20, 2016"
N,209128,1,10896751,"Mar 16, 2030",,Y,,,"Feb 2, 2021"
N,202860,1,8944049,"Aug 13, 2029",,Y,,,"Jan 15, 2021"
N,21945,4,8021335,"Oct 4, 2026",,Y,,,"Mar 2, 2018"
N,21433,1,7500444,"Feb 26, 2026",,Y,,,
N,206910,3,9283209,"Nov 21, 2034",Y,Y,,,"Apr 11, 2016"
N,20911,2,9463289,"May 18, 2031",,Y,,,"Nov 8, 2016"
N,22569,1,9078814,"Jan 8, 2024",,Y,,,"Aug 11, 2015"
N,208254,1,11185538,"Mar 14, 2034",,Y,,,"Dec 16, 2021"
N,210296,1,10945985,"Aug 14, 2035",,Y,,,"Mar 3, 2021"
N,202788,7,8486972,"Apr 27, 2030",,Y,,,"Jul 30, 2013"
N,21929,2,8875699,"Nov 10, 2024",,Y,,,"Dec 12, 2014"
N,214358,1,9925174,"Jun 14, 2023",,Y,,,"Jul 28, 2021"
N,22029,2,9233184,"Aug 1, 2027",,Y,,,"Feb 11, 2016"
N,211988,2,10398686,"Mar 13, 2034",,Y,,,"May 26, 2021"
N,22272,2,10675278,"Nov 20, 2023",,Y,,,"Jun 10, 2020"
N,21829,6,10130589,"Dec 22, 2030",,Y,,,"Nov 30, 2018"
N,208658,3,7713938,"Apr 15, 2027",Y,Y,,,"Jan 4, 2017"
N,22405,2,RE42353,"Jun 27, 2022",Y,Y,,,"Jun 3, 2011"
N,203496,5,8349892,"Jan 22, 2031",,Y,,,"Feb 9, 2017"
N,201281,1,7407955,"May 2, 2025",Y,Y,,,"Feb 22, 2012"
N,209905,3,10130580,"Apr 19, 2024",,Y,,,"Jan 31, 2019"
N,21137,7,10406108,"Mar 23, 2038",,Y,,,"Jan 7, 2022"
N,21410,4,8236345,"Oct 7, 2022",,Y,,,
N,50795,1,8715724,"Feb 3, 2028",,Y,,,"May 7, 2014"
N,22115,6,8637512,"Jun 14, 2028",,Y,,,"Feb 12, 2014"
N,205422,4,7888362,"Apr 12, 2026",Y,,,Y,"Jul 23, 2015"
N,209863,2,10357609,"Aug 21, 2031",,Y,,,"Jun 11, 2020"
N,21924,11,7691411,"Mar 14, 2024",,Y,,,"Oct 17, 2019"
N,207202,2,9433371,"Sep 15, 2029",,Y,,,"Dec 12, 2017"
N,202810,3,11166960,"Apr 13, 2027",,Y,,,"Nov 24, 2021"
N,21112,1,7915243,"Sep 8, 2023",,Y,,,"Mar 31, 2011"
N,210660,1,11510941,"Jan 15, 2039",,Y,,,"Dec 6, 2022"
N,203496,3,8349892,"Jan 22, 2031",,Y,,,"Jan 9, 2014"
N,210854,1,8987441,"Sep 21, 2031",Y,Y,,,"Nov 16, 2018"
N,209863,3,9744302,"Nov 19, 2035",,Y,,,"Oct 24, 2018"
N,204824,8,11497753,"Mar 19, 2030",,Y,,,"Dec 13, 2022"
N,22427,1,8992952,"Aug 5, 2024",,Y,,,"Apr 10, 2015"
N,21433,3,7500444,"Feb 26, 2026",,Y,,,
N,22395,1,10034841,"Sep 6, 2025",,Y,,,"Jan 8, 2020"
N,206627,5,9492389,"Aug 24, 2027",,Y,,,"Nov 16, 2016"
N,21976,2,7700645,"Dec 26, 2026",Y,Y,,,
N,208799,3,9987229,"Sep 1, 2024",,Y,,,"Jul 3, 2018"
N,21254,2,7832351,"Jun 19, 2023",,Y,,,
N,212304,2,10300025,"Jul 26, 2037",,Y,,,"Apr 6, 2022"
N,207202,4,9258035,"Mar 5, 2029",,Y,,,"Dec 12, 2017"
N,210875,2,10821074,"Aug 7, 2029",,Y,,,"Nov 12, 2020"
N,22272,4,10675278,"Nov 20, 2023",,Y,,,"Jun 10, 2020"
N,22549,1,9370629,"May 20, 2024",,Y,,,"Jul 7, 2016"
N,207925,2,8754224,"Dec 28, 2026",Y,Y,,,"Apr 14, 2015"
N,22426,6,8288539,"Mar 15, 2025",Y,,,,
N,216018,2,10898444,"Jan 24, 2038",,Y,,,"Mar 3, 2022"
N,212535,1,10905713,"Jan 15, 2039",,Y,,,"Mar 4, 2021"
N,21272,1,10076505,"Dec 16, 2024",,Y,,,"Oct 1, 2018"
N,213674,1,7709517,"Aug 13, 2027",Y,Y,,,"Sep 3, 2020"
N,201281,2,9415016,"Apr 2, 2029",,Y,,,"Aug 30, 2016"
N,208798,6,9782551,"Aug 28, 2035",,Y,,,"Mar 20, 2020"
N,204223,5,9072781,"Mar 12, 2034",,Y,,,"Jul 13, 2015"
N,210563,2,9655857,"Mar 3, 2036",,Y,,,"Mar 6, 2018"
N,22068,2,8163904,"Aug 23, 2028",Y,Y,,,
N,214200,1,10189850,"Oct 25, 2031",,Y,,,"Mar 10, 2021"
N,214012,1,10669544,"Mar 8, 2024",Y,,,,"Jan 18, 2022"
N,22314,2,8101599,"May 16, 2023",,Y,,,
N,201739,3,7749194,"Oct 30, 2028",,Y,,,"Dec 15, 2017"
N,208627,1,8039504,"Jul 23, 2027",,Y,,,"Aug 9, 2018"
N,211675,1,11198697,"Oct 17, 2036",,Y,,,"Dec 17, 2021"
N,21977,2,7223735,"Feb 24, 2023",,Y,,,
N,207988,1,8003681,"Aug 25, 2025",Y,,,,"Jan 15, 2016"
N,209862,1,8016788,"Mar 21, 2025",,Y,,,"Nov 7, 2016"
N,209311,5,11241392,"Mar 23, 2032",,Y,,,"Mar 10, 2022"
N,208325,2,9820938,"Jun 27, 2034",,Y,,,"Nov 29, 2017"
N,22321,2,8685444,"Jul 3, 2025",,Y,,,
N,50808,4,9192615,"Nov 17, 2031",,Y,,,"Jan 8, 2016"
N,204592,1,9173854,"Apr 23, 2030",,Y,,,"Nov 5, 2015"
N,21947,2,8119158,"Dec 30, 2024",,Y,,,"Feb 23, 2012"
N,210632,3,11135190,"Dec 1, 2036",,Y,,,"Oct 7, 2021"
N,212839,6,7598279,"Oct 30, 2027",Y,,,,"Mar 12, 2020"
N,203985,2,8617598,"Sep 27, 2022",,Y,,,"Mar 27, 2014"
N,209863,2,10905827,"Aug 21, 2031",,Y,,,"Mar 2, 2021"
N,201739,2,8231573,"Nov 25, 2028",,Y,,,
N,22260,1,8318802,"Mar 15, 2027",,Y,,,"Dec 26, 2012"
N,22108,2,7585897,"Jun 27, 2026",,Y,,,
